_id,Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
887,20210209,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,31987,,577803,,All vaccinations
888,20210209,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,730,,14850,,All vaccinations
889,20210209,S92000003,Total,,Dose 1,58151,,1009269,,All vaccinations
890,20210209,S92000003,Total,4439078,Dose 1,58134,1.30959627201865,1008836,22.7262508115424,18 years and over
891,20210209,S92000003,Total,2875396,Dose 1,56542,1.96640740962288,886303,30.8236848072405,40 years and over
892,20210209,S92000003,Total,4549217,Dose 1,58150,1.27824194800995,1009246,22.185048547915,16 years and over
893,20210209,S92000003,Total,,Dose 2,791,,15120,,All vaccinations
894,20210209,S92000003,Total,4439078,Dose 2,791,0.0178190155703504,15112,0.340431053475519,18 years and over
895,20210209,S92000003,Total,2875396,Dose 2,564,0.0196146895940594,11164,0.388259564943403,40 years and over
896,20210209,S92000003,Total,4549217,Dose 2,791,0.0173876075817003,15120,0.332364888287369,16 years and over
897,20210210,S92000003,AstraZeneca (Vaxzevria),,Dose 1,30958,,462423,,All vaccinations
898,20210210,S92000003,AstraZeneca (Vaxzevria),,Dose 2,59,,329,,All vaccinations
899,20210210,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
900,20210210,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
901,20210210,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,33276,,611079,,All vaccinations
902,20210210,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,418,,15268,,All vaccinations
903,20210210,S92000003,Total,,Dose 1,64234,,1073503,,All vaccinations
904,20210210,S92000003,Total,4439078,Dose 1,64219,1.44667428686768,1073055,24.1729250984101,18 years and over
905,20210210,S92000003,Total,2875396,Dose 1,62489,2.17323109582124,948792,32.9969159030617,40 years and over
906,20210210,S92000003,Total,4549217,Dose 1,64233,1.41195726649223,1073479,23.5970058144072,16 years and over
907,20210210,S92000003,Total,,Dose 2,477,,15597,,All vaccinations
908,20210210,S92000003,Total,4439078,Dose 2,477,0.0107454746233339,15589,0.351176528098853,18 years and over
909,20210210,S92000003,Total,2875396,Dose 2,361,0.0125547924529352,11525,0.400814357396338,40 years and over
910,20210210,S92000003,Total,4549217,Dose 2,477,0.0104853208804944,15597,0.342850209167863,16 years and over
911,20210211,S92000003,AstraZeneca (Vaxzevria),,Dose 1,30033,,492456,,All vaccinations
912,20210211,S92000003,AstraZeneca (Vaxzevria),,Dose 2,84,,413,,All vaccinations
913,20210211,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
914,20210211,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
915,20210211,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,32846,,643925,,All vaccinations
916,20210211,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,441,,15709,,All vaccinations
917,20210211,S92000003,Total,,Dose 1,62879,,1136382,,All vaccinations
918,20210211,S92000003,Total,4439078,Dose 1,62851,1.41585707662717,1135906,25.5887821750373,18 years and over
919,20210211,S92000003,Total,2875396,Dose 1,60862,2.11664758523695,1009654,35.1135634882987,40 years and over
920,20210211,S92000003,Total,4549217,Dose 1,62875,1.38210597559976,1136354,24.9791117900069,16 years and over
921,20210211,S92000003,Total,,Dose 2,525,,16122,,All vaccinations
922,20210211,S92000003,Total,4439078,Dose 2,524,0.0118042530453396,16113,0.362980781144193,18 years and over
923,20210211,S92000003,Total,2875396,Dose 2,396,0.0137720160979566,11921,0.414586373494294,40 years and over
924,20210211,S92000003,Total,4549217,Dose 2,525,0.0115404475099781,16122,0.354390656677841,16 years and over
925,20210212,S92000003,AstraZeneca (Vaxzevria),,Dose 1,31299,,523755,,All vaccinations
926,20210212,S92000003,AstraZeneca (Vaxzevria),,Dose 2,99,,512,,All vaccinations
927,20210212,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
928,20210212,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
929,20210212,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,28030,,671955,,All vaccinations
930,20210212,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,536,,16245,,All vaccinations
931,20210212,S92000003,Total,,Dose 1,59329,,1195711,,All vaccinations
932,20210212,S92000003,Total,4439078,Dose 1,59301,1.33588551496504,1195207,26.9246676900023,18 years and over
933,20210212,S92000003,Total,2875396,Dose 1,57560,2.00181122878379,1067214,37.1153747170825,40 years and over
934,20210212,S92000003,Total,4549217,Dose 1,59328,1.30413651404187,1195682,26.2832483040488,16 years and over
935,20210212,S92000003,Total,,Dose 2,635,,16757,,All vaccinations
936,20210212,S92000003,Total,4439078,Dose 2,635,0.0143047722973104,16748,0.377285553441503,18 years and over
937,20210212,S92000003,Total,2875396,Dose 2,467,0.0162412412064286,12388,0.430827614700723,40 years and over
938,20210212,S92000003,Total,4549217,Dose 2,635,0.0139584460358783,16757,0.36834910271372,16 years and over
939,20210213,S92000003,AstraZeneca (Vaxzevria),,Dose 1,28496,,552251,,All vaccinations
940,20210213,S92000003,AstraZeneca (Vaxzevria),,Dose 2,39,,551,,All vaccinations
941,20210213,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
942,20210213,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
943,20210213,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,26189,,698144,,All vaccinations
944,20210213,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,379,,16624,,All vaccinations
945,20210213,S92000003,Total,,Dose 1,54685,,1250396,,All vaccinations
946,20210213,S92000003,Total,4439078,Dose 1,54653,1.23117908718883,1249860,28.1558467771911,18 years and over
947,20210213,S92000003,Total,2875396,Dose 1,52930,1.84078992945667,1120144,38.9561646465391,40 years and over
948,20210213,S92000003,Total,4549217,Dose 1,54683,1.20203103083454,1250365,27.4852793348834,16 years and over
949,20210213,S92000003,Total,,Dose 2,418,,17175,,All vaccinations
950,20210213,S92000003,Total,4439078,Dose 2,417,0.00939384259524162,17165,0.386679396036745,18 years and over
951,20210213,S92000003,Total,2875396,Dose 2,315,0.0109550128051927,12703,0.441782627505916,40 years and over
952,20210213,S92000003,Total,4549217,Dose 2,418,0.00918839439842065,17175,0.37753749711214,16 years and over
953,20210214,S92000003,AstraZeneca (Vaxzevria),,Dose 1,11751,,564002,,All vaccinations
954,20210214,S92000003,AstraZeneca (Vaxzevria),,Dose 2,11,,562,,All vaccinations
955,20210214,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
956,20210214,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
957,20210214,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,17845,,715989,,All vaccinations
958,20210214,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,252,,16876,,All vaccinations
959,20210214,S92000003,Total,,Dose 1,29596,,1279992,,All vaccinations
960,20210214,S92000003,Total,4439078,Dose 1,29588,0.666534807453259,1279448,28.8223815846444,18 years and over
961,20210214,S92000003,Total,2875396,Dose 1,28196,0.980595368429253,1148340,39.9367600149684,40 years and over
962,20210214,S92000003,Total,4549217,Dose 1,29595,0.650551512491051,1279960,28.1358308473744,16 years and over
963,20210214,S92000003,Total,,Dose 2,263,,17438,,All vaccinations
964,20210214,S92000003,Total,4439078,Dose 2,262,0.0059021265226698,17427,0.392581522559414,18 years and over
965,20210214,S92000003,Total,2875396,Dose 2,213,0.00740767532541605,12916,0.449190302831332,40 years and over
966,20210214,S92000003,Total,4549217,Dose 2,263,0.0057812146573795,17438,0.38331871176952,16 years and over
967,20210215,S92000003,AstraZeneca (Vaxzevria),,Dose 1,19466,,583468,,All vaccinations
968,20210215,S92000003,AstraZeneca (Vaxzevria),,Dose 2,53,,615,,All vaccinations
969,20210215,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
970,20210215,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
971,20210215,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,9950,,725939,,All vaccinations
972,20210215,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,2844,,19720,,All vaccinations
973,20210215,S92000003,Total,,Dose 1,29416,,1309408,,All vaccinations
974,20210215,S92000003,Total,4439078,Dose 1,29408,0.662479911368982,1308856,29.4848614960134,18 years and over
975,20210215,S92000003,Total,2875396,Dose 1,28232,0.981847369892703,1176572,40.9186073848611,40 years and over
976,20210215,S92000003,Total,4549217,Dose 1,29414,0.646572805825706,1309374,28.7824036532001,16 years and over
977,20210215,S92000003,Total,,Dose 2,2897,,20335,,All vaccinations
978,20210215,S92000003,Total,4439078,Dose 2,2895,0.0652162453554545,20322,0.457797767914869,18 years and over
979,20210215,S92000003,Total,2875396,Dose 2,2238,0.0778327576445123,15154,0.527023060475844,40 years and over
980,20210215,S92000003,Total,4549217,Dose 2,2897,0.0636812884502982,20335,0.447000000219818,16 years and over
981,20210216,S92000003,AstraZeneca (Vaxzevria),,Dose 1,21866,,605334,,All vaccinations
982,20210216,S92000003,AstraZeneca (Vaxzevria),,Dose 2,143,,758,,All vaccinations
983,20210216,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
984,20210216,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
985,20210216,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,9814,,735753,,All vaccinations
986,20210216,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,3457,,23177,,All vaccinations
987,20210216,S92000003,Total,,Dose 1,31680,,1341088,,All vaccinations
988,20210216,S92000003,Total,4439078,Dose 1,31668,0.713391384427127,1340524,30.1982528804405,18 years and over
989,20210216,S92000003,Total,2875396,Dose 1,30392,1.05696745769974,1206964,41.9755748425608,40 years and over
990,20210216,S92000003,Total,4549217,Dose 1,31680,0.696383575459249,1341054,29.4787872286594,16 years and over
991,20210216,S92000003,Total,,Dose 2,3600,,23935,,All vaccinations
992,20210216,S92000003,Total,4439078,Dose 2,3599,0.081075394485071,23921,0.53887316239994,18 years and over
993,20210216,S92000003,Total,2875396,Dose 2,2824,0.0982125592440137,17978,0.625235619719858,40 years and over
994,20210216,S92000003,Total,4549217,Dose 2,3600,0.0791344972112783,23935,0.526134497431096,16 years and over
995,20210217,S92000003,AstraZeneca (Vaxzevria),,Dose 1,24757,,630091,,All vaccinations
996,20210217,S92000003,AstraZeneca (Vaxzevria),,Dose 2,132,,890,,All vaccinations
997,20210217,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
998,20210217,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
999,20210217,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,8785,,744538,,All vaccinations
1000,20210217,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,3853,,27030,,All vaccinations
1001,20210217,S92000003,Total,,Dose 1,33542,,1374630,,All vaccinations
1002,20210217,S92000003,Total,4439078,Dose 1,33532,0.755382086099861,1374056,30.9536349665404,18 years and over
1003,20210217,S92000003,Total,2875396,Dose 1,31782,1.1053086253163,1238746,43.0808834678771,40 years and over
1004,20210217,S92000003,Total,4549217,Dose 1,33542,0.737313695961305,1374596,30.2161009246207,16 years and over
1005,20210217,S92000003,Total,,Dose 2,3985,,27920,,All vaccinations
1006,20210217,S92000003,Total,4439078,Dose 2,3984,0.0897483666653301,27905,0.62862152906527,18 years and over
1007,20210217,S92000003,Total,2875396,Dose 2,3126,0.108715460409627,21104,0.733951080129485,40 years and over
1008,20210217,S92000003,Total,4549217,Dose 2,3985,0.0875974920519289,27920,0.613731989483025,16 years and over
1009,20210218,S92000003,AstraZeneca (Vaxzevria),,Dose 1,22251,,652342,,All vaccinations
1010,20210218,S92000003,AstraZeneca (Vaxzevria),,Dose 2,181,,1071,,All vaccinations
1011,20210218,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1012,20210218,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1013,20210218,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,7772,,752310,,All vaccinations
1014,20210218,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,4814,,31844,,All vaccinations
1015,20210218,S92000003,Total,,Dose 1,30023,,1404653,,All vaccinations
1016,20210218,S92000003,Total,4439078,Dose 1,29993,0.675658323642883,1404049,31.6292932901832,18 years and over
1017,20210218,S92000003,Total,2875396,Dose 1,28200,0.98073447970297,1266946,44.0616179475801,40 years and over
1018,20210218,S92000003,Total,4549217,Dose 1,30022,0.6599377431325,1404618,30.8760386677532,16 years and over
1019,20210218,S92000003,Total,,Dose 2,4995,,32915,,All vaccinations
1020,20210218,S92000003,Total,4439078,Dose 2,4978,0.112140403930726,32883,0.740761932995996,18 years and over
1021,20210218,S92000003,Total,2875396,Dose 2,3839,0.133512044949635,24943,0.86746312507912,40 years and over
1022,20210218,S92000003,Total,4549217,Dose 2,4994,0.109777133075868,32914,0.723509122558893,16 years and over
1023,20210219,S92000003,AstraZeneca (Vaxzevria),,Dose 1,20416,,672758,,All vaccinations
1024,20210219,S92000003,AstraZeneca (Vaxzevria),,Dose 2,121,,1192,,All vaccinations
1025,20210219,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1026,20210219,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1027,20210219,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,5722,,758032,,All vaccinations
1028,20210219,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,4585,,36429,,All vaccinations
1029,20210219,S92000003,Total,,Dose 1,26138,,1430791,,All vaccinations
1030,20210219,S92000003,Total,4439078,Dose 1,26117,0.588342894628119,1430166,32.2176361848114,18 years and over
1031,20210219,S92000003,Total,2875396,Dose 1,24542,0.853517219889017,1291488,44.9151351674691,40 years and over
1032,20210219,S92000003,Total,4549217,Dose 1,26133,0.574450504339538,1430751,31.4504891720927,16 years and over
1033,20210219,S92000003,Total,,Dose 2,4706,,37621,,All vaccinations
1034,20210219,S92000003,Total,4439078,Dose 2,4700,0.105877842200565,37583,0.846639775196561,18 years and over
1035,20210219,S92000003,Total,2875396,Dose 2,3494,0.121513697591567,28437,0.988976822670686,40 years and over
1036,20210219,S92000003,Total,4549217,Dose 2,4706,0.103446373298966,37620,0.826955495857859,16 years and over
1037,20210220,S92000003,AstraZeneca (Vaxzevria),,Dose 1,15739,,688497,,All vaccinations
1038,20210220,S92000003,AstraZeneca (Vaxzevria),,Dose 2,32,,1224,,All vaccinations
1039,20210220,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1040,20210220,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1041,20210220,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,3854,,761886,,All vaccinations
1042,20210220,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,2042,,38471,,All vaccinations
1043,20210220,S92000003,Total,,Dose 1,19593,,1450384,,All vaccinations
1044,20210220,S92000003,Total,4439078,Dose 1,19588,0.441262802771206,1449754,32.6588989875826,18 years and over
1045,20210220,S92000003,Total,2875396,Dose 1,17899,0.622488172063952,1309387,45.5376233395331,40 years and over
1046,20210220,S92000003,Total,4549217,Dose 1,19593,0.430689501072382,1450344,31.8811786731651,16 years and over
1047,20210220,S92000003,Total,,Dose 2,2074,,39695,,All vaccinations
1048,20210220,S92000003,Total,4439078,Dose 2,2074,0.0467214137710579,39657,0.893361188967619,18 years and over
1049,20210220,S92000003,Total,2875396,Dose 2,1550,0.0539056185652342,29987,1.04288244123592,40 years and over
1050,20210220,S92000003,Total,4549217,Dose 2,2074,0.0455902631156087,39694,0.872545758973467,16 years and over
1051,20210221,S92000003,AstraZeneca (Vaxzevria),,Dose 1,9705,,698202,,All vaccinations
1052,20210221,S92000003,AstraZeneca (Vaxzevria),,Dose 2,10,,1234,,All vaccinations
1053,20210221,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1054,20210221,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1055,20210221,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,3806,,765692,,All vaccinations
1056,20210221,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,1883,,40354,,All vaccinations
1057,20210221,S92000003,Total,,Dose 1,13511,,1463895,,All vaccinations
1058,20210221,S92000003,Total,4439078,Dose 1,13510,0.304342478325454,1463264,32.963241465908,18 years and over
1059,20210221,S92000003,Total,2875396,Dose 1,12423,0.432044838345744,1321810,45.9696681778788,40 years and over
1060,20210221,S92000003,Total,4549217,Dose 1,13511,0.296996164394884,1463855,32.17817483756,16 years and over
1061,20210221,S92000003,Total,,Dose 2,1893,,41588,,All vaccinations
1062,20210221,S92000003,Total,4439078,Dose 2,1890,0.0425764088849081,41547,0.935937597852527,18 years and over
1063,20210221,S92000003,Total,2875396,Dose 2,1407,0.0489323905298609,31394,1.09181483176578,40 years and over
1064,20210221,S92000003,Total,4549217,Dose 2,1893,0.0416115564502639,41587,0.914157315423731,16 years and over
1065,20210222,S92000003,AstraZeneca (Vaxzevria),,Dose 1,13491,,711693,,All vaccinations
1066,20210222,S92000003,AstraZeneca (Vaxzevria),,Dose 2,113,,1347,,All vaccinations
1067,20210222,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1068,20210222,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1069,20210222,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,5551,,771243,,All vaccinations
1070,20210222,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,6039,,46393,,All vaccinations
1071,20210222,S92000003,Total,,Dose 1,19042,,1482937,,All vaccinations
1072,20210222,S92000003,Total,4439078,Dose 1,19034,0.42878273371182,1482298,33.3920241996198,18 years and over
1073,20210222,S92000003,Total,2875396,Dose 1,17460,0.607220709773541,1339270,46.5768888876524,40 years and over
1074,20210222,S92000003,Total,4549217,Dose 1,19042,0.418577526638101,1482897,32.5967523641981,16 years and over
1075,20210222,S92000003,Total,,Dose 2,6152,,47740,,All vaccinations
1076,20210222,S92000003,Total,4439078,Dose 2,6150,0.138542282879463,47697,1.07447988073199,18 years and over
1077,20210222,S92000003,Total,2875396,Dose 2,4307,0.149788063974493,35701,1.24160289574027,40 years and over
1078,20210222,S92000003,Total,4549217,Dose 2,6152,0.135232063012162,47739,1.04938937843589,16 years and over
1079,20210223,S92000003,AstraZeneca (Vaxzevria),,Dose 1,16094,,727787,,All vaccinations
1080,20210223,S92000003,AstraZeneca (Vaxzevria),,Dose 2,133,,1480,,All vaccinations
1081,20210223,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1082,20210223,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1083,20210223,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,6988,,778231,,All vaccinations
1084,20210223,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,7102,,53495,,All vaccinations
1085,20210223,S92000003,Total,,Dose 1,23082,,1506019,,All vaccinations
1086,20210223,S92000003,Total,4439078,Dose 1,23066,0.519612405999624,1505364,33.9116366056195,18 years and over
1087,20210223,S92000003,Total,2875396,Dose 1,20816,0.72393506842188,1360086,47.3008239560742,40 years and over
1088,20210223,S92000003,Total,4549217,Dose 1,23081,0.507362036148199,1505978,33.1041144003463,16 years and over
1089,20210223,S92000003,Total,,Dose 2,7235,,54975,,All vaccinations
1090,20210223,S92000003,Total,4439078,Dose 2,7233,0.162939240986529,54930,1.23741912171852,18 years and over
1091,20210223,S92000003,Total,2875396,Dose 2,5217,0.181435878745049,40918,1.42303877448532,40 years and over
1092,20210223,S92000003,Total,4549217,Dose 2,7235,0.159038357589889,54974,1.20842773602578,16 years and over
1093,20210224,S92000003,AstraZeneca (Vaxzevria),,Dose 1,17637,,745424,,All vaccinations
1094,20210224,S92000003,AstraZeneca (Vaxzevria),,Dose 2,169,,1649,,All vaccinations
1095,20210224,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1096,20210224,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1097,20210224,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,10442,,788673,,All vaccinations
1098,20210224,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,6758,,60253,,All vaccinations
1099,20210224,S92000003,Total,,Dose 1,28079,,1534098,,All vaccinations
1100,20210224,S92000003,Total,4439078,Dose 1,28054,0.631978081935032,1533418,34.5436146875545,18 years and over
1101,20210224,S92000003,Total,2875396,Dose 1,24851,0.864263565783635,1384937,48.1650875218579,40 years and over
1102,20210224,S92000003,Total,4549217,Dose 1,28078,0.617205114638409,1534056,33.7213195149847,16 years and over
1103,20210224,S92000003,Total,,Dose 2,6927,,61902,,All vaccinations
1104,20210224,S92000003,Total,4439078,Dose 2,6924,0.155978336041854,61854,1.39339745776037,18 years and over
1105,20210224,S92000003,Total,2875396,Dose 2,4965,0.172671868500895,45883,1.59571064298622,40 years and over
1106,20210224,S92000003,Total,4549217,Dose 2,6927,0.152267961717368,61901,1.36069569774315,16 years and over
1107,20210225,S92000003,AstraZeneca (Vaxzevria),,Dose 1,17618,,763042,,All vaccinations
1108,20210225,S92000003,AstraZeneca (Vaxzevria),,Dose 2,97,,1746,,All vaccinations
1109,20210225,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1110,20210225,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1111,20210225,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,9885,,798558,,All vaccinations
1112,20210225,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,6567,,66820,,All vaccinations
1113,20210225,S92000003,Total,,Dose 1,27503,,1561601,,All vaccinations
1114,20210225,S92000003,Total,4439078,Dose 1,27476,0.61895736006441,1560894,35.1625720476189,18 years and over
1115,20210225,S92000003,Total,2875396,Dose 1,23474,0.816374509806649,1408411,48.9814620316645,40 years and over
1116,20210225,S92000003,Total,4549217,Dose 1,27501,0.604521613279824,1561557,34.3258411282645,16 years and over
1117,20210225,S92000003,Total,,Dose 2,6664,,68566,,All vaccinations
1118,20210225,S92000003,Total,4439078,Dose 2,6662,0.150076209519184,68516,1.54347366727956,18 years and over
1119,20210225,S92000003,Total,2875396,Dose 2,4804,0.167072639733797,50687,1.76278328272001,40 years and over
1120,20210225,S92000003,Total,4549217,Dose 2,6664,0.146486747059989,68565,1.50718244480314,16 years and over
1121,20210226,S92000003,AstraZeneca (Vaxzevria),,Dose 1,15905,,778947,,All vaccinations
1122,20210226,S92000003,AstraZeneca (Vaxzevria),,Dose 2,133,,1879,,All vaccinations
1123,20210226,S92000003,Moderna (Spikevax),,Dose 1,0,,1,,All vaccinations
1124,20210226,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
1125,20210226,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,9796,,808354,,All vaccinations
1126,20210226,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,6917,,73737,,All vaccinations
1127,20210226,S92000003,Total,,Dose 1,25701,,1587302,,All vaccinations
1128,20210226,S92000003,Total,4439078,Dose 1,25476,0.573902959127999,1586370,35.7364750067469,18 years and over
1129,20210226,S92000003,Total,2875396,Dose 1,21502,0.7477926518643,1429913,49.7292546835288,40 years and over
1130,20210226,S92000003,Total,4549217,Dose 1,25701,0.564954364674185,1587258,34.8907954929387,16 years and over
1131,20210226,S92000003,Total,,Dose 2,7050,,75616,,All vaccinations
