_id,Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
1,20201208,S92000003,AstraZeneca (Vaxzevria),,Dose 1,12,,12,,All vaccinations
2,20201208,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
3,20201208,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
4,20201208,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
5,20201208,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,1922,,1922,,All vaccinations
6,20201208,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
7,20201208,S92000003,Total,,Dose 1,1934,,1934,,All vaccinations
8,20201208,S92000003,Total,4439078,Dose 1,1933,0.0435450785050409,1933,0.0435450785050409,18 years and over
9,20201208,S92000003,Total,2875396,Dose 1,1345,0.0467761657872516,1345,0.0467761657872516,40 years and over
10,20201208,S92000003,Total,4549217,Dose 1,1934,0.0425128104462812,1934,0.0425128104462812,16 years and over
11,20201208,S92000003,Total,,Dose 2,0,,0,,All vaccinations
12,20201208,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
13,20201208,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
14,20201208,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
15,20201209,S92000003,AstraZeneca (Vaxzevria),,Dose 1,8,,20,,All vaccinations
16,20201209,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
17,20201209,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
18,20201209,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
19,20201209,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,3856,,5778,,All vaccinations
20,20201209,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
21,20201209,S92000003,Total,,Dose 1,3864,,5798,,All vaccinations
22,20201209,S92000003,Total,4439078,Dose 1,3864,0.0870451026091454,5797,0.130590181114186,18 years and over
23,20201209,S92000003,Total,2875396,Dose 1,2573,0.0894833268182887,3918,0.13625949260554,40 years and over
24,20201209,S92000003,Total,4549217,Dose 1,3864,0.0849376936734388,5798,0.12745050411972,16 years and over
25,20201209,S92000003,Total,,Dose 2,0,,0,,All vaccinations
26,20201209,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
27,20201209,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
28,20201209,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
29,20201210,S92000003,AstraZeneca (Vaxzevria),,Dose 1,10,,30,,All vaccinations
30,20201210,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
31,20201210,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
32,20201210,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
33,20201210,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,4951,,10729,,All vaccinations
34,20201210,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
35,20201210,S92000003,Total,,Dose 1,4961,,10759,,All vaccinations
36,20201210,S92000003,Total,4439078,Dose 1,4960,0.111734914322298,10757,0.242325095436485,18 years and over
37,20201210,S92000003,Total,2875396,Dose 1,3273,0.113827799718717,7191,0.250087292324257,40 years and over
38,20201210,S92000003,Total,4549217,Dose 1,4960,0.109029751713317,10758,0.236480255833037,16 years and over
39,20201210,S92000003,Total,,Dose 2,0,,0,,All vaccinations
40,20201210,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
41,20201210,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
42,20201210,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
43,20201211,S92000003,AstraZeneca (Vaxzevria),,Dose 1,6,,36,,All vaccinations
44,20201211,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
45,20201211,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
46,20201211,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
47,20201211,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,5281,,16010,,All vaccinations
48,20201211,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
49,20201211,S92000003,Total,,Dose 1,5287,,16046,,All vaccinations
50,20201211,S92000003,Total,4439078,Dose 1,5285,0.119056254474465,16042,0.36138134991095,18 years and over
51,20201211,S92000003,Total,2875396,Dose 1,3479,0.120992030315129,10670,0.371079322639386,40 years and over
52,20201211,S92000003,Total,4549217,Dose 1,5287,0.116217801876675,16045,0.352698057709711,16 years and over
53,20201211,S92000003,Total,,Dose 2,0,,0,,All vaccinations
54,20201211,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
55,20201211,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
56,20201211,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
57,20201212,S92000003,AstraZeneca (Vaxzevria),,Dose 1,10,,46,,All vaccinations
58,20201212,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
59,20201212,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
60,20201212,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
61,20201212,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,2129,,18139,,All vaccinations
62,20201212,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
63,20201212,S92000003,Total,,Dose 1,2139,,18185,,All vaccinations
64,20201212,S92000003,Total,4439078,Dose 1,2138,0.048163154601023,18180,0.409544504511973,18 years and over
65,20201212,S92000003,Total,2875396,Dose 1,1328,0.0461849428739555,11998,0.417264265513342,40 years and over
66,20201212,S92000003,Total,4549217,Dose 1,2139,0.0470190804263679,18184,0.399717138136079,16 years and over
67,20201212,S92000003,Total,,Dose 2,0,,0,,All vaccinations
68,20201212,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
69,20201212,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
70,20201212,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
71,20201213,S92000003,AstraZeneca (Vaxzevria),,Dose 1,5,,51,,All vaccinations
72,20201213,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
73,20201213,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
74,20201213,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
75,20201213,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,1110,,19249,,All vaccinations
76,20201213,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
77,20201213,S92000003,Total,,Dose 1,1115,,19300,,All vaccinations
78,20201213,S92000003,Total,4439078,Dose 1,1115,0.025117828522049,19295,0.434662333034022,18 years and over
79,20201213,S92000003,Total,2875396,Dose 1,710,0.0246922510847202,12708,0.441956516598062,40 years and over
80,20201213,S92000003,Total,4549217,Dose 1,1115,0.0245097123307154,19299,0.424226850466795,16 years and over
81,20201213,S92000003,Total,,Dose 2,0,,0,,All vaccinations
82,20201213,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
83,20201213,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
84,20201213,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
85,20201214,S92000003,AstraZeneca (Vaxzevria),,Dose 1,13,,64,,All vaccinations
86,20201214,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
87,20201214,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
88,20201214,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
89,20201214,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,5696,,24945,,All vaccinations
90,20201214,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
91,20201214,S92000003,Total,,Dose 1,5709,,25009,,All vaccinations
92,20201214,S92000003,Total,4439078,Dose 1,5708,0.128585260272516,25003,0.563247593306538,18 years and over
93,20201214,S92000003,Total,2875396,Dose 1,3900,0.135633491873815,16608,0.577590008471877,40 years and over
94,20201214,S92000003,Total,4549217,Dose 1,5709,0.125494123494219,25008,0.549720973961014,16 years and over
95,20201214,S92000003,Total,,Dose 2,0,,0,,All vaccinations
96,20201214,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
97,20201214,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
98,20201214,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
99,20201215,S92000003,AstraZeneca (Vaxzevria),,Dose 1,39,,103,,All vaccinations
100,20201215,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
101,20201215,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
102,20201215,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
103,20201215,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,7364,,32309,,All vaccinations
104,20201215,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
105,20201215,S92000003,Total,,Dose 1,7403,,32412,,All vaccinations
106,20201215,S92000003,Total,4439078,Dose 1,7400,0.166701283464719,32403,0.729948876771258,18 years and over
107,20201215,S92000003,Total,2875396,Dose 1,5207,0.181088100560758,21815,0.758678109032634,40 years and over
108,20201215,S92000003,Total,4549217,Dose 1,7403,0.162731300793082,32411,0.712452274754095,16 years and over
109,20201215,S92000003,Total,,Dose 2,0,,0,,All vaccinations
110,20201215,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
111,20201215,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
112,20201215,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
113,20201216,S92000003,AstraZeneca (Vaxzevria),,Dose 1,14,,117,,All vaccinations
114,20201216,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
115,20201216,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
116,20201216,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
117,20201216,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,7175,,39484,,All vaccinations
118,20201216,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
119,20201216,S92000003,Total,,Dose 1,7189,,39601,,All vaccinations
120,20201216,S92000003,Total,4439078,Dose 1,7185,0.161857935364055,39588,0.891806812135313,18 years and over
121,20201216,S92000003,Total,2875396,Dose 1,4911,0.170793866305719,26726,0.929471975338353,40 years and over
122,20201216,S92000003,Total,4549217,Dose 1,7189,0.158027194569967,39600,0.870479469324062,16 years and over
123,20201216,S92000003,Total,,Dose 2,0,,0,,All vaccinations
124,20201216,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
125,20201216,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
126,20201216,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
127,20201217,S92000003,AstraZeneca (Vaxzevria),,Dose 1,15,,132,,All vaccinations
128,20201217,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
129,20201217,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
130,20201217,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
131,20201217,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,7134,,46618,,All vaccinations
132,20201217,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
133,20201217,S92000003,Total,,Dose 1,7149,,46750,,All vaccinations
134,20201217,S92000003,Total,4439078,Dose 1,7146,0.160979374545795,46734,1.05278618668111,18 years and over
135,20201217,S92000003,Total,2875396,Dose 1,5109,0.177679874354698,31835,1.10715184969305,40 years and over
136,20201217,S92000003,Total,4549217,Dose 1,7149,0.15714792237873,46749,1.02762739170279,16 years and over
137,20201217,S92000003,Total,,Dose 2,0,,0,,All vaccinations
138,20201217,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
139,20201217,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
140,20201217,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
141,20201218,S92000003,AstraZeneca (Vaxzevria),,Dose 1,18,,150,,All vaccinations
142,20201218,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
143,20201218,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
144,20201218,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
145,20201218,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,8475,,55093,,All vaccinations
146,20201218,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
147,20201218,S92000003,Total,,Dose 1,8493,,55243,,All vaccinations
148,20201218,S92000003,Total,4439078,Dose 1,8485,0.191143295972722,55219,1.24392948265383,18 years and over
149,20201218,S92000003,Total,2875396,Dose 1,6256,0.217570032092971,38091,1.32472188178602,40 years and over
150,20201218,S92000003,Total,4549217,Dose 1,8493,0.186691468004274,55242,1.21431885970707,16 years and over
151,20201218,S92000003,Total,,Dose 2,0,,0,,All vaccinations
152,20201218,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
153,20201218,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
154,20201218,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
155,20201219,S92000003,AstraZeneca (Vaxzevria),,Dose 1,7,,157,,All vaccinations
156,20201219,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
157,20201219,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
158,20201219,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
159,20201219,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,3357,,58450,,All vaccinations
160,20201219,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
161,20201219,S92000003,Total,,Dose 1,3364,,58607,,All vaccinations
162,20201219,S92000003,Total,4439078,Dose 1,3363,0.0757589751745745,58582,1.31968845782841,18 years and over
163,20201219,S92000003,Total,2875396,Dose 1,2369,0.0823886518587353,40460,1.40711053364476,40 years and over
164,20201219,S92000003,Total,4549217,Dose 1,3364,0.0739467912829834,58606,1.28826565099005,16 years and over
165,20201219,S92000003,Total,,Dose 2,0,,0,,All vaccinations
166,20201219,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
167,20201219,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
168,20201219,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
169,20201220,S92000003,AstraZeneca (Vaxzevria),,Dose 1,11,,168,,All vaccinations
170,20201220,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
171,20201220,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
172,20201220,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
173,20201220,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,2533,,60983,,All vaccinations
174,20201220,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
175,20201220,S92000003,Total,,Dose 1,2544,,61151,,All vaccinations
176,20201220,S92000003,Total,4439078,Dose 1,2541,0.0572416163897098,61123,1.37693007421811,18 years and over
177,20201220,S92000003,Total,2875396,Dose 1,1822,0.063365185177972,42282,1.47047571882273,40 years and over
178,20201220,S92000003,Total,4549217,Dose 1,2543,0.0558997295578558,61149,1.34416538054791,16 years and over
179,20201220,S92000003,Total,,Dose 2,0,,0,,All vaccinations
180,20201220,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
181,20201220,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
182,20201220,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
183,20201221,S92000003,AstraZeneca (Vaxzevria),,Dose 1,21,,189,,All vaccinations
184,20201221,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
185,20201221,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
186,20201221,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
187,20201221,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,9570,,70553,,All vaccinations
188,20201221,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
189,20201221,S92000003,Total,,Dose 1,9591,,70742,,All vaccinations
190,20201221,S92000003,Total,4439078,Dose 1,9584,0.21590068928728,70707,1.59283076350539,18 years and over
191,20201221,S92000003,Total,2875396,Dose 1,6947,0.241601504627537,49229,1.71207722345027,40 years and over
192,20201221,S92000003,Total,4549217,Dose 1,9591,0.210827489653714,70740,1.55499287020162,16 years and over
193,20201221,S92000003,Total,,Dose 2,0,,0,,All vaccinations
194,20201221,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
195,20201221,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
196,20201221,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
197,20201222,S92000003,AstraZeneca (Vaxzevria),,Dose 1,22,,211,,All vaccinations
198,20201222,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
199,20201222,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
200,20201222,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
201,20201222,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,11791,,82344,,All vaccinations
202,20201222,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
203,20201222,S92000003,Total,,Dose 1,11813,,82555,,All vaccinations
204,20201222,S92000003,Total,4439078,Dose 1,11810,0.266046237529505,82517,1.8588770010349,18 years and over
205,20201222,S92000003,Total,2875396,Dose 1,8722,0.303332132339337,57951,2.0154093557896,40 years and over
206,20201222,S92000003,Total,4549217,Dose 1,11812,0.259649078072117,82552,1.81464194827374,16 years and over
207,20201222,S92000003,Total,,Dose 2,0,,0,,All vaccinations
208,20201222,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
209,20201222,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
210,20201222,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
211,20201223,S92000003,AstraZeneca (Vaxzevria),,Dose 1,28,,239,,All vaccinations
212,20201223,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
213,20201223,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
214,20201223,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
215,20201223,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,10131,,92475,,All vaccinations
216,20201223,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
217,20201223,S92000003,Total,,Dose 1,10159,,92714,,All vaccinations
218,20201223,S92000003,Total,4439078,Dose 1,10152,0.228696139153221,92669,2.08757314018812,18 years and over
219,20201223,S92000003,Total,2875396,Dose 1,7615,0.264833087338231,65566,2.28024244312783,40 years and over
220,20201223,S92000003,Total,4549217,Dose 1,10159,0.223313154769271,92711,2.03795510304301,16 years and over
221,20201223,S92000003,Total,,Dose 2,0,,0,,All vaccinations
222,20201223,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
223,20201223,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
224,20201223,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
225,20201224,S92000003,AstraZeneca (Vaxzevria),,Dose 1,8,,247,,All vaccinations
226,20201224,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
227,20201224,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
228,20201224,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
229,20201224,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,2820,,95295,,All vaccinations
230,20201224,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
231,20201224,S92000003,Total,,Dose 1,2828,,95542,,All vaccinations
232,20201224,S92000003,Total,4439078,Dose 1,2825,0.0636393413226801,95494,2.1512124815108,18 years and over
233,20201224,S92000003,Total,2875396,Dose 1,2194,0.0763025336336282,67760,2.35654497676146,40 years and over
234,20201224,S92000003,Total,4549217,Dose 1,2828,0.0621645439204153,95539,2.10011964696342,16 years and over
235,20201224,S92000003,Total,,Dose 2,0,,0,,All vaccinations
236,20201224,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
237,20201224,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
238,20201224,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
239,20201225,S92000003,AstraZeneca (Vaxzevria),,Dose 1,2,,249,,All vaccinations
240,20201225,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
241,20201225,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
242,20201225,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
243,20201225,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,14,,95309,,All vaccinations
244,20201225,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
245,20201225,S92000003,Total,,Dose 1,16,,95558,,All vaccinations
246,20201225,S92000003,Total,4439078,Dose 1,16,0.00036043520749128,95510,2.15157291671829,18 years and over
247,20201225,S92000003,Total,2875396,Dose 1,13,0.00045211163957938,67773,2.35699708840104,40 years and over
248,20201225,S92000003,Total,4549217,Dose 1,16,0.00035170887649457,95555,2.10047135583992,16 years and over
249,20201225,S92000003,Total,,Dose 2,0,,0,,All vaccinations
250,20201225,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
251,20201225,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
252,20201225,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
253,20201226,S92000003,AstraZeneca (Vaxzevria),,Dose 1,4,,253,,All vaccinations
254,20201226,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
255,20201226,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
256,20201226,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
257,20201226,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,0,,95309,,All vaccinations
258,20201226,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
259,20201226,S92000003,Total,,Dose 1,4,,95562,,All vaccinations
260,20201226,S92000003,Total,4439078,Dose 1,4,0.0000901088018728213,95514,2.15166302552016,18 years and over
261,20201226,S92000003,Total,2875396,Dose 1,1,0.0000347778184291833,67774,2.35703186621947,40 years and over
262,20201226,S92000003,Total,4549217,Dose 1,4,0.0000879272191236426,95559,2.10055928305904,16 years and over
263,20201226,S92000003,Total,,Dose 2,0,,0,,All vaccinations
264,20201226,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
265,20201226,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
266,20201226,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
267,20201227,S92000003,AstraZeneca (Vaxzevria),,Dose 1,3,,256,,All vaccinations
268,20201227,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
269,20201227,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
270,20201227,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
271,20201227,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,471,,95780,,All vaccinations
272,20201227,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,0,,0,,All vaccinations
273,20201227,S92000003,Total,,Dose 1,474,,96036,,All vaccinations
274,20201227,S92000003,Total,4439078,Dose 1,474,0.0106778930219293,95988,2.16234091854209,18 years and over
275,20201227,S92000003,Total,2875396,Dose 1,434,0.0150935731982656,68208,2.37212543941774,40 years and over
276,20201227,S92000003,Total,4549217,Dose 1,474,0.0104193754661516,96033,2.11097865852519,16 years and over
277,20201227,S92000003,Total,,Dose 2,0,,0,,All vaccinations
278,20201227,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
279,20201227,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
280,20201227,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
281,20201228,S92000003,AstraZeneca (Vaxzevria),,Dose 1,13,,269,,All vaccinations
282,20201228,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
283,20201228,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
284,20201228,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
285,20201228,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,1729,,97509,,All vaccinations
286,20201228,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,1,,1,,All vaccinations
287,20201228,S92000003,Total,,Dose 1,1742,,97778,,All vaccinations
288,20201228,S92000003,Total,4439078,Dose 1,1740,0.0391973288146773,97728,2.20153824735677,18 years and over
289,20201228,S92000003,Total,2875396,Dose 1,1337,0.0464979432398181,69545,2.41862338265755,40 years and over
290,20201228,S92000003,Total,4549217,Dose 1,1742,0.0382923039283464,97775,2.14927096245354,16 years and over
291,20201228,S92000003,Total,,Dose 2,1,,1,,All vaccinations
292,20201228,S92000003,Total,4439078,Dose 2,1,0.0000225272004682053,1,0.0000225272004682053,18 years and over
293,20201228,S92000003,Total,2875396,Dose 2,1,0.0000347778184291833,1,0.0000347778184291833,40 years and over
294,20201228,S92000003,Total,4549217,Dose 2,1,0.0000219818047809106,1,0.0000219818047809106,16 years and over
295,20201229,S92000003,AstraZeneca (Vaxzevria),,Dose 1,7,,276,,All vaccinations
296,20201229,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
297,20201229,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
298,20201229,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
299,20201229,S92000003,Pfizer BioNTech (Comirnaty),,Dose 1,7626,,105135,,All vaccinations
300,20201229,S92000003,Pfizer BioNTech (Comirnaty),,Dose 2,7,,8,,All vaccinations
301,20201229,S92000003,Total,,Dose 1,7633,,105411,,All vaccinations
302,20201229,S92000003,Total,4439078,Dose 1,7629,0.171860012371939,105357,2.37339825972871,18 years and over
303,20201229,S92000003,Total,2875396,Dose 1,5583,0.19416456029013,75128,2.61278794294768,40 years and over
304,20201229,S92000003,Total,4549217,Dose 1,7633,0.167787115892691,105408,2.31705807834623,16 years and over
305,20201229,S92000003,Total,,Dose 2,7,,8,,All vaccinations
306,20201229,S92000003,Total,4439078,Dose 2,7,0.00015769040327743,8,0.00018021760374564,18 years and over
307,20201229,S92000003,Total,2875396,Dose 2,2,0.0000695556368583666,3,0.00010433345528755,40 years and over
308,20201229,S92000003,Total,4549217,Dose 2,7,0.00015387263346637,8,0.00017585443824728,16 years and over
309,20201230,S92000003,AstraZeneca (Vaxzevria),,Dose 1,63,,339,,All vaccinations
310,20201230,S92000003,AstraZeneca (Vaxzevria),,Dose 2,0,,0,,All vaccinations
311,20201230,S92000003,Moderna (Spikevax),,Dose 1,0,,0,,All vaccinations
312,20201230,S92000003,Moderna (Spikevax),,Dose 2,0,,0,,All vaccinations
